0,dead
1,dead
2,dead
3,dead
4,dead
5,dead
6,dead
7,dead
8,dead
9,dead
10,dead
11,dead
12,dead
13,dead
14,dead
15,dead
16,dead
17,dead
18,dead
19,dead
20,dead
21,dead
22,dead
23,dead
24,dead
25,dead
26,dead
27,dead
28,dead
29,dead
30,dead
31,dead
32,dead
33,dead
34,dead
35,dead
36,dead
37,dead
38,dead
39,dead
40,dead
41,dead
42,dead
43,dead
44,dead
45,dead
46,dead
47,dead
48,dead
49,dead
50,dead
51,dead
52,dead
53,dead
54,dead
55,dead
56,dead
57,dead
58,dead
59,dead
60,dead
61,dead
62,dead
63,dead
64,dead
65,dead
66,dead
67,dead
68,dead
69,dead
70,dead
71,dead
72,dead
73,dead
74,dead
75,dead
76,dead
77,dead
78,dead
79,dead
80,dead
81,dead
82,dead
83,dead
84,dead
85,dead
86,dead
87,dead
88,dead
89,dead
90,dead
91,dead
92,dead
93,dead
94,dead
95,dead
96,dead
97,dead
98,dead
99,dead
100,dead
101,dead
102,dead
103,dead
104,dead
105,dead
106,dead
107,dead
108,dead
109,dead
110,dead
111,dead
112,dead
113,dead
114,dead
115,dead
116,dead
117,dead
118,dead
119,dead
120,dead
121,dead
122,dead
123,dead
124,dead
125,dead
126,dead
127,dead
128,dead
129,dead
130,dead
131,dead
132,dead
133,dead
134,dead
135,dead
136,dead
137,dead
138,dead
139,dead
140,dead
141,dead
142,dead
143,dead
144,dead
145,dead
146,dead
147,dead
148,dead
149,dead
150,dead
151,dead
152,dead
153,dead
154,dead
155,dead
156,dead
157,dead
158,dead
159,dead
160,dead
161,dead
162,dead
163,dead
164,dead
165,dead
166,dead
167,dead
168,dead
169,dead
170,dead
171,dead
172,dead
173,dead
174,dead
175,dead
176,dead
177,dead
178,dead
179,dead
180,dead
181,dead
182,dead
183,dead
184,dead
185,dead
186,dead
187,dead
188,dead
189,dead
190,dead
191,dead
192,dead
193,dead
194,dead
195,dead
196,dead
197,dead
198,dead
199,dead
200,dead
201,dead
202,dead
203,dead
204,dead
205,dead
206,dead
207,dead
208,dead
209,dead
210,dead
211,dead
212,dead
213,dead
214,dead
215,dead
216,dead
217,dead
218,dead
219,dead
220,dead
221,dead
222,dead
223,dead
224,dead
225,dead
226,dead
227,dead
228,dead
229,dead
230,dead
231,dead
232,dead
233,dead
234,dead
235,dead
236,dead
237,dead
238,dead
239,dead
240,dead
241,dead
242,dead
243,dead
244,dead
245,dead
246,dead
247,dead
248,dead
249,dead
250,dead
251,dead
252,dead
253,dead
254,dead
255,dead
256,dead
257,dead
258,alive
259,alive
260,dead
261,dead
262,dead
263,dead
264,dead
265,dead
266,dead
267,dead
268,dead
269,dead
270,dead
271,dead
272,dead
273,dead
274,dead
275,dead
276,dead
277,dead
278,dead
279,dead
280,dead
281,dead
282,dead
283,dead
284,dead
285,dead
286,dead
287,dead
288,dead
289,dead
290,dead
291,dead
292,dead
293,dead
294,dead
295,dead
296,dead
297,dead
298,dead
299,dead
300,dead
301,dead
302,dead
303,dead
304,dead
305,dead
306,dead
307,dead
308,alive
309,dead
310,dead
311,dead
312,dead
313,dead
314,dead
315,dead
316,dead
317,dead
318,dead
319,dead
320,dead
321,dead
322,dead
323,dead
324,dead
325,dead
326,dead
327,dead
328,dead
329,dead
330,dead
331,dead
332,dead
333,dead
334,dead
335,dead
336,dead
337,dead
338,dead
339,dead
340,dead
341,dead
342,dead
343,dead
344,dead
345,dead
346,dead
347,dead
348,dead
349,dead
350,dead
351,dead
352,dead
353,dead
354,alive
355,dead
356,alive
357,dead
358,dead
359,alive
360,alive
361,dead
362,dead
363,dead
364,dead
365,dead
366,dead
367,dead
368,dead
369,dead
370,dead
371,dead
372,dead
373,dead
374,dead
375,dead
376,dead
377,dead
378,dead
379,dead
380,dead
381,dead
382,dead
383,dead
384,dead
385,dead
386,dead
387,dead
388,dead
389,dead
390,dead
391,dead
392,dead
393,dead
394,dead
395,dead
396,dead
397,dead
398,dead
399,dead
400,dead
401,dead
402,dead
403,dead
404,alive
405,dead
406,alive
407,dead
408,dead
409,dead
410,dead
411,alive
412,dead
413,dead
414,dead
415,dead
416,dead
417,dead
418,dead
419,dead
420,dead
421,dead
422,dead
423,dead
424,dead
425,dead
426,dead
427,dead
428,dead
429,dead
430,dead
431,dead
432,dead
433,dead
434,dead
435,dead
436,dead
437,dead
438,dead
439,dead
440,dead
441,dead
442,dead
443,dead
444,dead
445,dead
446,dead
447,dead
448,dead
449,dead
450,dead
451,dead
452,dead
453,dead
454,alive
455,dead
456,dead
457,dead
458,alive
459,alive
460,dead
461,alive
462,dead
463,dead
464,dead
465,dead
466,dead
467,dead
468,dead
469,dead
470,dead
471,dead
472,dead
473,dead
474,dead
475,dead
476,dead
477,dead
478,dead
479,dead
480,dead
481,dead
482,dead
483,dead
484,dead
485,dead
486,dead
487,dead
488,dead
489,dead
490,dead
491,dead
492,dead
493,dead
494,dead
495,dead
496,dead
497,dead
498,dead
499,dead
500,dead
501,dead
502,dead
503,alive
504,dead
505,alive
506,alive
507,alive
508,dead
509,alive
510,dead
511,dead
512,alive
513,alive
514,alive
515,dead
516,dead
517,dead
518,dead
519,dead
520,dead
521,dead
522,dead
523,dead
524,dead
525,dead
526,dead
527,dead
528,dead
529,dead
530,dead
531,dead
532,dead
533,dead
534,dead
535,dead
536,dead
537,dead
538,dead
539,dead
540,dead
541,dead
542,dead
543,dead
544,dead
545,dead
546,dead
547,dead
548,dead
549,dead
550,dead
551,dead
552,alive
553,alive
554,dead
555,dead
556,alive
557,alive
558,alive
559,dead
560,dead
561,dead
562,dead
563,dead
564,alive
565,alive
566,dead
567,dead
568,dead
569,dead
570,dead
571,dead
572,dead
573,dead
574,dead
575,dead
576,dead
577,dead
578,dead
579,dead
580,dead
581,dead
582,dead
583,dead
584,dead
585,dead
586,dead
587,dead
588,dead
589,dead
590,dead
591,dead
592,dead
593,dead
594,dead
595,dead
596,dead
597,dead
598,dead
599,dead
600,dead
601,dead
602,alive
603,alive
604,dead
605,dead
606,dead
607,alive
608,alive
609,dead
610,dead
611,dead
612,alive
613,dead
614,dead
615,alive
616,dead
617,dead
618,dead
619,dead
620,dead
621,dead
622,dead
623,dead
624,dead
625,dead
626,dead
627,dead
628,dead
629,dead
630,dead
631,dead
632,dead
633,dead
634,dead
635,dead
636,dead
637,dead
638,dead
639,dead
640,dead
641,dead
642,dead
643,dead
644,dead
645,dead
646,dead
647,dead
648,dead
649,dead
650,dead
651,dead
652,dead
653,dead
654,dead
655,dead
656,dead
657,dead
658,dead
659,dead
660,dead
661,dead
662,dead
663,alive
664,alive
665,dead
666,dead
667,dead
668,dead
669,dead
670,dead
671,dead
672,dead
673,dead
674,dead
675,dead
676,dead
677,dead
678,dead
679,dead
680,dead
681,dead
682,dead
683,dead
684,dead
685,dead
686,dead
687,dead
688,alive
689,alive
690,dead
691,dead
692,dead
693,dead
694,dead
695,dead
696,dead
697,dead
698,dead
699,dead
700,dead
701,dead
702,dead
703,dead
704,dead
705,dead
706,dead
707,dead
708,dead
709,dead
710,dead
711,dead
712,dead
713,dead
714,dead
715,dead
716,dead
717,dead
718,dead
719,dead
720,dead
721,dead
722,dead
723,dead
724,dead
725,dead
726,dead
727,dead
728,dead
729,dead
730,dead
731,dead
732,dead
733,dead
734,dead
735,dead
736,dead
737,dead
738,alive
739,alive
740,dead
741,dead
742,dead
743,dead
744,dead
745,dead
746,dead
747,dead
748,dead
749,dead
750,dead
751,dead
752,dead
753,dead
754,dead
755,dead
756,dead
757,dead
758,dead
759,dead
760,dead
761,dead
762,dead
763,alive
764,alive
765,dead
766,dead
767,dead
768,dead
769,dead
770,dead
771,dead
772,dead
773,dead
774,dead
775,dead
776,dead
777,dead
778,dead
779,dead
780,dead
781,dead
782,dead
783,dead
784,dead
785,dead
786,dead
787,dead
788,dead
789,dead
790,dead
791,dead
792,dead
793,dead
794,dead
795,dead
796,dead
797,dead
798,dead
799,dead
800,dead
801,dead
802,dead
803,dead
804,dead
805,dead
806,dead
807,dead
808,dead
809,dead
810,dead
811,dead
812,alive
813,dead
814,alive
815,dead
816,dead
817,dead
818,dead
819,dead
820,dead
821,dead
822,dead
823,dead
824,dead
825,dead
826,dead
827,dead
828,dead
829,dead
830,dead
831,alive
832,dead
833,dead
834,dead
835,dead
836,dead
837,dead
838,dead
839,dead
840,dead
841,dead
842,dead
843,dead
844,dead
845,dead
846,dead
847,dead
848,dead
849,dead
850,dead
851,dead
852,dead
853,alive
854,dead
855,dead
856,dead
857,dead
858,dead
859,dead
860,dead
861,dead
862,alive
863,alive
864,dead
865,dead
866,dead
867,dead
868,dead
869,dead
870,dead
871,alive
872,alive
873,dead
874,dead
875,dead
876,dead
877,dead
878,dead
879,dead
880,alive
881,dead
882,alive
883,dead
884,dead
885,dead
886,dead
887,dead
888,dead
889,dead
890,dead
891,dead
892,dead
893,dead
894,dead
895,dead
896,dead
897,dead
898,dead
899,dead
900,dead
901,dead
902,alive
903,dead
904,alive
905,dead
906,dead
907,dead
908,dead
909,dead
910,dead
911,dead
912,dead
913,dead
914,dead
915,dead
916,dead
917,dead
918,dead
919,dead
920,dead
921,alive
922,alive
923,dead
924,dead
925,dead
926,dead
927,dead
928,dead
929,dead
930,dead
931,alive
932,dead
933,dead
934,dead
935,dead
936,dead
937,dead
938,dead
939,dead
940,dead
941,dead
942,dead
943,dead
944,dead
945,dead
946,dead
947,dead
948,dead
949,dead
950,dead
951,dead
952,dead
953,alive
954,dead
955,dead
956,dead
957,dead
958,dead
959,dead
960,dead
961,dead
962,dead
963,dead
964,dead
965,dead
966,dead
967,dead
968,dead
969,dead
970,dead
971,dead
972,dead
973,dead
974,dead
975,dead
976,dead
977,dead
978,dead
979,dead
980,dead
981,dead
982,dead
983,dead
984,dead
985,dead
986,dead
987,dead
988,dead
989,dead
990,dead
991,dead
992,dead
993,dead
994,dead
995,dead
996,dead
997,dead
998,dead
999,dead
1000,dead
1001,dead
1002,dead
1003,dead
1004,dead
1005,dead
1006,dead
1007,dead
1008,dead
1009,dead
1010,dead
1011,dead
1012,dead
1013,dead
1014,dead
1015,dead
1016,dead
1017,dead
1018,dead
1019,dead
1020,dead
1021,dead
1022,dead
1023,dead
1024,dead
1025,dead
1026,dead
1027,dead
1028,dead
1029,dead
1030,dead
1031,dead
1032,dead
1033,dead
1034,dead
1035,dead
1036,dead
1037,dead
1038,alive
1039,alive
1040,dead
1041,dead
1042,dead
1043,dead
1044,dead
1045,dead
1046,dead
1047,dead
1048,dead
1049,dead
1050,dead
1051,dead
1052,dead
1053,dead
1054,dead
1055,dead
1056,dead
1057,dead
1058,dead
1059,dead
1060,dead
1061,dead
1062,dead
1063,dead
1064,dead
1065,dead
1066,dead
1067,dead
1068,dead
1069,dead
1070,dead
1071,dead
1072,dead
1073,dead
1074,dead
1075,dead
1076,dead
1077,dead
1078,dead
1079,dead
1080,dead
1081,dead
1082,dead
1083,dead
1084,dead
1085,dead
1086,dead
1087,dead
1088,alive
1089,alive
1090,dead
1091,dead
1092,dead
1093,dead
1094,dead
1095,dead
1096,dead
1097,dead
1098,dead
1099,dead
1100,dead
1101,dead
1102,dead
1103,dead
1104,dead
1105,dead
1106,dead
1107,dead
1108,dead
1109,dead
1110,dead
1111,dead
1112,dead
1113,dead
1114,dead
1115,dead
1116,dead
1117,dead
1118,dead
1119,dead
1120,dead
1121,dead
1122,dead
1123,dead
1124,dead
1125,dead
1126,dead
1127,dead
1128,dead
1129,dead
1130,dead
1131,dead
1132,dead
1133,dead
1134,dead
1135,dead
1136,dead
1137,dead
1138,dead
1139,dead
1140,dead
1141,dead
1142,dead
1143,dead
1144,dead
1145,dead
1146,dead
1147,dead
1148,dead
1149,dead
1150,dead
1151,dead
1152,dead
1153,dead
1154,dead
1155,dead
1156,dead
1157,dead
1158,dead
1159,dead
1160,dead
1161,dead
1162,dead
1163,dead
1164,dead
1165,dead
1166,dead
1167,dead
1168,dead
1169,dead
1170,dead
1171,dead
1172,dead
1173,dead
1174,dead
1175,dead
1176,dead
1177,dead
1178,dead
1179,dead
1180,dead
1181,dead
1182,dead
1183,dead
1184,dead
1185,dead
1186,dead
1187,dead
1188,dead
1189,dead
1190,dead
1191,dead
1192,dead
1193,dead
1194,dead
1195,dead
1196,dead
1197,dead
1198,dead
1199,dead
1200,dead
1201,dead
1202,dead
1203,dead
1204,dead
1205,dead
1206,dead
1207,dead
1208,dead
1209,dead
1210,dead
1211,dead
1212,dead
1213,dead
1214,dead
1215,dead
1216,dead
1217,dead
1218,dead
1219,dead
1220,dead
1221,dead
1222,dead
1223,dead
1224,dead
1225,dead
1226,dead
1227,dead
1228,dead
1229,dead
1230,dead
1231,dead
1232,dead
1233,dead
1234,dead
1235,dead
1236,dead
1237,dead
1238,dead
1239,dead
1240,dead
1241,dead
1242,dead
1243,dead
1244,dead
1245,dead
1246,dead
1247,dead
1248,dead
1249,dead
1250,dead
1251,dead
1252,dead
1253,dead
1254,dead
1255,dead
1256,dead
1257,dead
1258,dead
1259,dead
1260,dead
1261,dead
1262,dead
1263,dead
1264,dead
1265,dead
1266,dead
1267,dead
1268,dead
1269,dead
1270,dead
1271,dead
1272,dead
1273,dead
1274,dead
1275,dead
1276,dead
1277,dead
1278,dead
1279,dead
1280,dead
1281,dead
1282,dead
1283,dead
1284,dead
1285,dead
1286,dead
1287,dead
1288,dead
1289,dead
1290,dead
1291,dead
1292,dead
1293,dead
1294,dead
1295,dead
1296,dead
1297,dead
1298,dead
